text,humAID_class,location_text,location_type,confidence,display_name,lat,lon,disaster_type
Widespread devastation as tropical storm Harvey wrecks havoc on Texas. Two dead at least 30 unaccounted for as Harvey slams Texas. @0000000,injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
We have signed on with @00000000 & @0000000000000 to act as a destination shelter for pets being evacuated from Southeast TX. #Harvey2017,rescue_volunteering_or_donation_effort,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Hurricane Harvey relief: New Orleans shirts benefit Texas food banks,rescue_volunteering_or_donation_effort,New Orleans,State,3,"New Orleans, Orleans Parish, Louisiana, United States",29.9759983,-90.0782127,Hurricane_harvey
Hurricane Harvey relief: New Orleans shirts benefit Texas food banks,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"UPDATE: A judge has confirmed 1 death from Hurricane Harvey in Rockport, Texas. At least 12 people were injured.",injured_or_dead_people,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"UPDATE: A judge has confirmed 1 death from Hurricane Harvey in Rockport, Texas. At least 12 people were injured.",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
The core of what is left of #Harvey pushing toward Nashville with numerous flash flooding concerns & tornado warnings. @0000000000,caution_and_advice,Nashville,City/town,3,"Nashville-Davidson, Davidson County, Middle Tennessee, Tennessee, United States",36.1622767,-86.7742984,Hurricane_harvey
🚨RT #BRANDONROMERO OWNS 5 HOTELS WANTS TO TAKE EVACUEES IN #SHELTERS PETS👌🏽#HoustonStrong #TEXAS #HoustonFlood #Houston #Harvey2017 🇺🇸❤️🙏🏼,displaced_people_and_evacuations,TEXAS,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
🚨RT #BRANDONROMERO OWNS 5 HOTELS WANTS TO TAKE EVACUEES IN #SHELTERS PETS👌🏽#HoustonStrong #TEXAS #HoustonFlood #Houston #Harvey2017 🇺🇸❤️🙏🏼,displaced_people_and_evacuations,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Our damage survey team took these photos showing some of the worst damage from #HurricaneHarvey in #Aransas County, #Texas #txwx #Rockport",infrastructure_and_utility_damage,Aransas County,County,3,"Aransas County, United States",28.1987876,-96.947708,Hurricane_harvey
"Our damage survey team took these photos showing some of the worst damage from #HurricaneHarvey in #Aransas County, #Texas #txwx #Rockport",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Our @000000 Emergency Response teams are on the ground in Victoria, Corpus Christi and Rockport! #HurricaneHarvey",rescue_volunteering_or_donation_effort,Victoria,City/town,3,"Victoria, Australia",-36.5986096,144.6780052,Hurricane_harvey
"Our @000000 Emergency Response teams are on the ground in Victoria, Corpus Christi and Rockport! #HurricaneHarvey",rescue_volunteering_or_donation_effort,Corpus Christi,City/town,3,"Corpus Christi, Nueces County, United States",27.7635302,-97.4033191,Hurricane_harvey
"Our @000000 Emergency Response teams are on the ground in Victoria, Corpus Christi and Rockport! #HurricaneHarvey",rescue_volunteering_or_donation_effort,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"Impressive stats! Flood of 36 & the Storm of 38, before they had names did horrific damage to LI & S NE. Evidence locked up in Archives.",infrastructure_and_utility_damage,NE,State,3,"Nebraska, United States",41.7370229,-99.5873816,Hurricane_harvey
"Pic du jour: Volunteer Elizabeth Hill, 8, plays with evacuee Skyler Smith, 7, at #Houston shelter yesterday. @000000000 #harvey @00000",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Two killed Tuesday night when tree falls on pickup truck near Jasper #12NewsNowHarvey #Harvey #SETXStorms,injured_or_dead_people,Jasper,City/town,3,"Jasper County, United States",30.7485258,-94.000884,Hurricane_harvey
"Hurricane Harvey Aftermath Damage in 4K (Corpus Christi, Rockport, Port Aransas)",infrastructure_and_utility_damage,Corpus Christi,City/town,3,"Corpus Christi, Nueces County, United States",27.7635302,-97.4033191,Hurricane_harvey
"Hurricane Harvey Aftermath Damage in 4K (Corpus Christi, Rockport, Port Aransas)",infrastructure_and_utility_damage,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"Hurricane Harvey Aftermath Damage in 4K (Corpus Christi, Rockport, Port Aransas)",infrastructure_and_utility_damage,Port Aransas,City/town,3,"Port Aransas, Nueces County, 78373, United States",27.8332175,-97.0618324,Hurricane_harvey
"#Harvey makes its 2nd landfall (this time in Louisiana), 18 people dead, no rain in Houston last night for the 1st time in 5 days.",injured_or_dead_people,Louisiana,State,3,"Louisiana, United States",30.8703881,-92.007126,Hurricane_harvey
"#Harvey makes its 2nd landfall (this time in Louisiana), 18 people dead, no rain in Houston last night for the 1st time in 5 days.",injured_or_dead_people,Houston,State,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Peach County man transporting dozens of #dogs from #Texas to safety in #Tennessee after #Harvey damage to shelter.,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Peach County man transporting dozens of #dogs from #Texas to safety in #Tennessee after #Harvey damage to shelter.,rescue_volunteering_or_donation_effort,Tennessee,State,3,"Tennessee, United States",35.7730076,-86.2820081,Hurricane_harvey
Homes are starting to flood in Whites Creek before you even get down the hills. Wouldnt be surprised if Fontanel goes under water. #Harvey,infrastructure_and_utility_damage,Whites Creek,Neighborhood,3,"Whites Creek, Nashville-Davidson, Davidson County, Middle Tennessee, Tennessee, United States",36.2064467,-86.832887,Hurricane_harvey
"Houston: @0000 reports death toll from #HurricaneHarvey at 33, expected to soar.",injured_or_dead_people,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
KDFM Livestream of crisis happening now in #PortArthur; extreme #rainfall sev fires and high winds hampering rescues,rescue_volunteering_or_donation_effort,PortArthur,City/town,3,"Port Arthur, Jefferson County, Texas, United States",29.8988618,-93.9288723,Hurricane_harvey
"For Grocery Stores In Texas, Its A Race To Restock Their Shelves Hurricane Harvey destroyed intricate via @000",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
#Houston #auto dealers and employees begin assessing damage from #HurricaneHarvey.,infrastructure_and_utility_damage,Houston,State,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Proud to be teaming up with @0000000 to get clean water to hurricane victims in TX. Do some good and donate:,rescue_volunteering_or_donation_effort,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Its mad crazy how people dont even know that India and other parts of the world have been severly affected by #HurricaneHarvey 1000s dead,injured_or_dead_people,India,Country,3,India,22.3511148,78.6677428,Hurricane_harvey
Two volunteer nurses from the Lake of the Ozarks are helping at a medical shelter in Texas.,rescue_volunteering_or_donation_effort,Lake of the Ozarks,Natural Point-of-Interest,3,"Lake Of The Ozarks, Osage Beach, Camden County, Missouri, 65079, United States",38.1443725,-92.65947435867776,Hurricane_harvey
Two volunteer nurses from the Lake of the Ozarks are helping at a medical shelter in Texas.,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"True Superheros! MRT: @000 #Police rescue animals stranded at flooded shelter in Hankamer, #Texas. #Harvey.",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Sacramento looks out for animals displaced by Hurricane Harvey - ABC10,displaced_people_and_evacuations,Sacramento,City/town,3,"Sacramento, Sacramento County, California, United States",38.5810606,-121.493895,Hurricane_harvey
The confirmed death toll from #Harvey now stands at 38 after Harris County confirmed the deaths of 6 more people:,injured_or_dead_people,Harris,County,3,"Harris County, Texas, United States",29.8119769,-95.3741247,Hurricane_harvey
"A few #HurricaneHarvey stats: 47 people dead 72,000 rescued 136,000 structures flooded in Harris County",rescue_volunteering_or_donation_effort,Harris County,County,3,"Harris County, Texas, United States",29.8119769,-95.3741247,Hurricane_harvey
We have 70 kids w/ us in Houston; looking for others. Pls help us shelter homeless youth in the aftermath of #Harvey,requests_or_urgent_needs,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
#Nationals Max Scherzer paying all adoption fees for all Texas pets who were displaced by Hurricane Harvey.,displaced_people_and_evacuations,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"If you need emergency MAINTENANCE meds, visit CVS at NRG Convention Center - #houston #HurricaneHarvey #harveySOS #houstonflood",requests_or_urgent_needs,houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Animal rescue groups in Texas looking for people to volunteer homes w/ pet rescue during #HurricaneHarvey,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Roof damage to @0000000000 in Corpus Christi as #HurricaneHarvey approaches - live w/ @0000000000 @00000000000000 @0000,infrastructure_and_utility_damage,Corpus Christi,City/town,3,"Corpus Christi, Nueces County, United States",27.7635302,-97.4033191,Hurricane_harvey
Reports: People trapped in collapsed buildings in Rockport after Hurricane Harvey hits #KSATnews,infrastructure_and_utility_damage,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
@0000000 Millions fleeing floods & life-changing damage from #Harvey and then theres 45 who needed a few hundred people to stroke his ego #Useless!,displaced_people_and_evacuations,Harvey,Natural Point-of-Interest,3,"Harvey County, Kansas, United States",38.0352315,-97.4486267,Hurricane_harvey
"Instead of donating to Red Cross/Salvation Army, here are a few local orgs in Texas that will use your donations to help the people! #Harvey",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
RESPONDING TO HURRICANE HARVEY First Congregational Church will be collecting cleaning supplies on behalf of the,rescue_volunteering_or_donation_effort,First Congregational Church,Human-made Point-of-Interest,3,"First Congregational Church, 33, East Forest Avenue, Medical Center, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.3552969,-83.06251837115386,Hurricane_harvey
Many Harvey-Damaged Houston Homes and Businesses Do Not Have Flood Insurance,infrastructure_and_utility_damage,Houston,State,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
#Tornado Warning for Galveston-TX & Harris-TX until 04:00 AM CDT.,caution_and_advice,Galveston,City/town,3,"Galveston, Galveston County, United States",29.299328,-94.7945882,Hurricane_harvey
#Tornado Warning for Galveston-TX & Harris-TX until 04:00 AM CDT.,caution_and_advice,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
#Tornado Warning for Galveston-TX & Harris-TX until 04:00 AM CDT.,caution_and_advice,Harris,City/town,3,"Harris County, Texas, United States",29.8119769,-95.3741247,Hurricane_harvey
#Tornado Warning for Galveston-TX & Harris-TX until 04:00 AM CDT.,caution_and_advice,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Confirmed: Texas city loses water, 44 dead, but thousands of #Harvey survivors rescued. #HoustonStrong #HurricaneHarvey #HoustonFlood #Flood",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"With Death Toll at 30, Storm Makes 2nd Landfall still a lot to worry about. Dont b complacent. #houston #Harvey",injured_or_dead_people,houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"I-37 Most Common Hurricane Harvey Evacuation Route: Corpus Christi, Texas isn’t under a #TexasBreakingNews",displaced_people_and_evacuations,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
I welcomed evacuees from #HurricaneHarvey to a San Antonio shelter. They showed the typical resilient Texas spirit.,displaced_people_and_evacuations,San Antonio,City/town,3,"San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405,Hurricane_harvey
I welcomed evacuees from #HurricaneHarvey to a San Antonio shelter. They showed the typical resilient Texas spirit.,displaced_people_and_evacuations,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Thousands Of Homes In Houston Inundated By Tropical Storm Harvey,infrastructure_and_utility_damage,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Photo of #arcade games destroyed by #HurricaneHarvey flooding in TX. These were from the Bay Area Raceway; pic via @000000000,infrastructure_and_utility_damage,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
18 people have died so far and hurricane Harvey is now battering Louisiana.,injured_or_dead_people,Louisiana,State,3,"Louisiana, United States",30.8703881,-92.007126,Hurricane_harvey
Available for any volunteering for Houston. Location: Dallas. Ready to help with anything. Please advise. #HoustonStrong #HurricaneHarvey,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Available for any volunteering for Houston. Location: Dallas. Ready to help with anything. Please advise. #HoustonStrong #HurricaneHarvey,rescue_volunteering_or_donation_effort,Dallas,City/town,3,"Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559,Hurricane_harvey
‼️⚠️RETWEET TO HELP SAVE A LIFE ⚠️‼️ #houston #hurricaneharvey #MayweatherMacGregor #MayweatherMcGreggor #HurricanHarvey2017,requests_or_urgent_needs,houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Brave #Texas Cowboys & their #Horses trying to save horses, humans, dogs & more from floods.. #HurricaneHarvey",rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Just arrived in Sienna Plantation, Texas, where a tornado touched down last night. Damage to some 50 homes. Wind is still very strong here.",infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
U.S. Coast Guard chopper flies along Texas coast to survey damage and provide search and rescue assistance. #Harvey,infrastructure_and_utility_damage,U.S.,Country,3,United States,39.7837304,-100.445882,Hurricane_harvey
U.S. Coast Guard chopper flies along Texas coast to survey damage and provide search and rescue assistance. #Harvey,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
#HurricaneHarvey has killed dozens and left thousands stranded in TX & the Gulf Coast region.,injured_or_dead_people,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
RT @00000000000 Tornado near Cypress #Texas. #Harvey is throwing all sorts of #weather at us. @000000000000 #houwx #txwx,caution_and_advice,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"RT @00000000000 First fatality from Hurricane Harvey reported in Rockport, TX as a man died in a fire. Texas authorities expect more deaths",injured_or_dead_people,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"RT @00000000000 First fatality from Hurricane Harvey reported in Rockport, TX as a man died in a fire. Texas authorities expect more deaths",injured_or_dead_people,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"RT @00000000000 First fatality from Hurricane Harvey reported in Rockport, TX as a man died in a fire. Texas authorities expect more deaths",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Austin Convention Center will be a mega-shelter for #Harvey evacuees,displaced_people_and_evacuations,Austin Convention Center,Human-made Point-of-Interest,3,"Austin Convention Center, 500, East Cesar Chavez Street, Rainey Street Historic District, Austin, Travis County, 78767, United States",30.26359775,-97.73974603232617,Hurricane_harvey
"300,000+ customers still w/out power in ERCOT region. More impact toward the Houston area due to heavy rains & flooding. #HurricaneHarvey",infrastructure_and_utility_damage,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
#Marines are on their way to Texas to help in hurricane #Harvey relief efforts.,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
TS #Harvey is producing catastrophic flooding in SE Texas. Nearly 20 in of rain has already been reported in the Houston area.,caution_and_advice,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
TS #Harvey is producing catastrophic flooding in SE Texas. Nearly 20 in of rain has already been reported in the Houston area.,caution_and_advice,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Tree falls and kills two people in Jasper, Texas #HurricaneHarvey",injured_or_dead_people,Jasper,City/town,3,"Jasper County, United States",30.7485258,-94.000884,Hurricane_harvey
"Tree falls and kills two people in Jasper, Texas #HurricaneHarvey",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Im here with about 100 folks sending food to victims of #Harvey. Austin has your back! Truckloads of food headed your way. @00000000000,rescue_volunteering_or_donation_effort,Austin,City/town,3,"Austin, Travis County, Texas, United States",30.2711286,-97.7436995,Hurricane_harvey
@000000000000 @000 @000000000000 Please notify everyone that Port Arthur Tx asap needs food water everywhere in the city #Harvey,rescue_volunteering_or_donation_effort,Port Arthur,City/town,3,"Port Arthur, Jefferson County, Texas, United States",29.8988618,-93.9288723,Hurricane_harvey
Houston Mayor Sylvester Turner explains why he didnt issue a mandatory evacuation for the city before #Harvey hit.,displaced_people_and_evacuations,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
RT @000000000000000 Tornado Warning for storm in E Houston moving north toward Pasadena. SEEK SHELTER! #KPRC2 http,caution_and_advice,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
RT @000000000000000 Tornado Warning for storm in E Houston moving north toward Pasadena. SEEK SHELTER! #KPRC2 http,caution_and_advice,Pasadena,City/town,3,"Pasadena, Harris County, United States",29.6910753,-95.2092076,Hurricane_harvey
"@000000000 They Need HELP!!! Water is rising highh! Coast Guard said it may take a few hours! #PortArthur #Harvey 2216 Duff Dr Port Arthur, TX 77642",requests_or_urgent_needs,PortArthur,City/town,3,"Port Arthur, Jefferson County, Texas, United States",29.8988618,-93.9288723,Hurricane_harvey
"@000000000 They Need HELP!!! Water is rising highh! Coast Guard said it may take a few hours! #PortArthur #Harvey 2216 Duff Dr Port Arthur, TX 77642",requests_or_urgent_needs,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Hundreds Rescued from Water as Houston Hit by Catastrophic Flood: - NBC News U.S. News #Latest,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Hundreds Rescued from Water as Houston Hit by Catastrophic Flood: - NBC News U.S. News #Latest,rescue_volunteering_or_donation_effort,U.S.,Country,3,United States,39.7837304,-100.445882,Hurricane_harvey
I gave to help Houston -- please consider doing the same! #HurricaneHarvey #HurricaneHarveyReliefFund,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
What do you think about the shoes @000000 chose to survey hurricane Harvey damage in Texas?,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
This is the lineup to register for FEMA assistance at the convention center in Houston. #Harvey,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Authorities escort residents back to their homes to rescue pets. #Harvey #Houston,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
RT @000000000000000 Displaced alligators along the Texas coast as a result of Hurricane Harvey: #Houston #Harvey,displaced_people_and_evacuations,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
RT @000000000000000 Displaced alligators along the Texas coast as a result of Hurricane Harvey: #Houston #Harvey,displaced_people_and_evacuations,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Pickens County, Alabama tornado Thursday. 4 injured. Remnants of #Harvey 📹:Chief Deputy Jonathan Gann Pickens County Sheriffs Office",injured_or_dead_people,Pickens,County,3,"Pickens County, Alabama, United States",33.2948421,-88.1244034,Hurricane_harvey
"Pickens County, Alabama tornado Thursday. 4 injured. Remnants of #Harvey 📹:Chief Deputy Jonathan Gann Pickens County Sheriffs Office",injured_or_dead_people,Alabama,State,3,"Alabama, United States",33.2588817,-86.8295337,Hurricane_harvey
"BREAKING: Trump pardons Hurricane Harvey, saying he didnt damage any of my properties, and distracted from Russia for a few days. Thanks.",infrastructure_and_utility_damage,Russia,Country,3,Россия,64.6863136,97.7453061,Hurricane_harvey
They defied an evacuation order to remain in Rockport as Category 4 Hurricane Harvey bore down on the coastal town,displaced_people_and_evacuations,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
"At least 2 dead as Harvey slams flooded Texas coast: CORPUS CHRISTI, Texas (AP) -- Rescuers @00000000000000",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"At least 2 dead as Harvey slams flooded Texas coast: CORPUS CHRISTI, Texas (AP) -- Rescuers @00000000000000",injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Doin’ for Houston: A Hurricane Harvey Relief Concert,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Up to 500,000 cars in Houston mightve been destroyed by Hurricane Harvey, according to an anal via #CNNMoneyStream",infrastructure_and_utility_damage,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"The eye of category 4 Hurricane #Harvey makes landfall between Port Aransas and Port OConnor, Texas. Catastrophic flooding expected.",caution_and_advice,Port Aransas,City/town,3,"Port Aransas, Nueces County, 78373, United States",27.8332175,-97.0618324,Hurricane_harvey
"The eye of category 4 Hurricane #Harvey makes landfall between Port Aransas and Port OConnor, Texas. Catastrophic flooding expected.",caution_and_advice,Port OConnor,Human-made Point-of-Interest,3,"Port O'Connor, Calhoun County, 77982, United States",28.4464806,-96.4141075,Hurricane_harvey
"The eye of category 4 Hurricane #Harvey makes landfall between Port Aransas and Port OConnor, Texas. Catastrophic flooding expected.",caution_and_advice,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Ive never been 2 #Kingwood but I can tell you this is not how I want to see it! Many trapped. Many need rescue. Many trying 2help #Harvey,rescue_volunteering_or_donation_effort,Kingwood,City/town,3,"Kingwood, Houston, Harris County, 77345, United States",30.0497077,-95.1846301,Hurricane_harvey
Please help find missing #JillRennick #Houston #HurricaneHarvey,missing_or_found_people,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Love this:Anheuser-Busch Sends Emergency Drinking Water to Support #HurricaneHarvey Relief Efforts in TX & LA,rescue_volunteering_or_donation_effort,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Love this:Anheuser-Busch Sends Emergency Drinking Water to Support #HurricaneHarvey Relief Efforts in TX & LA,rescue_volunteering_or_donation_effort,LA,State,3,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766,Hurricane_harvey
The death toll in Texas from #Harvey will be justification for teaching Earth Science in High School. None of this is a suprise. #education,injured_or_dead_people,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"Houston. If you cannot reach emergency officials, you can call the Coast Guard. 281-464-4851. #HurricaneHarvey #houstonflood",caution_and_advice,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
#Rockport and #AransasCounty need your help! They arent getting the millions Houston is. #HurricaneHarvey #Harvey,requests_or_urgent_needs,AransasCounty,Country,3,"Aransas County, United States",28.1987876,-96.947708,Hurricane_harvey
#Rockport and #AransasCounty need your help! They arent getting the millions Houston is. #HurricaneHarvey #Harvey,requests_or_urgent_needs,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
#Rockport and #AransasCounty need your help! They arent getting the millions Houston is. #HurricaneHarvey #Harvey,requests_or_urgent_needs,Rockport,City/town,3,"Rockport, Aransas County, United States",28.0205733,-97.0544341,Hurricane_harvey
Gas prices are moving higher as #Harvey has caused a lot of damage at key refineries in Texas.,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
URGENT! PETA’s emergency rescue team is in #PortArthur. If you know of animals in need or left behind please tweet us their address! #Harvey,rescue_volunteering_or_donation_effort,PortArthur,City/town,3,"Port Arthur, Jefferson County, Texas, United States",29.8988618,-93.9288723,Hurricane_harvey
Join us in supporting North #Texas Food Bank. Every $1 donated provides 3 nutritious meals! @0000 #HurricaneHarvey,rescue_volunteering_or_donation_effort,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
UNBELIEVABLE-- We are on a truck in Dickinson headed out to rescue people. Flood waters are much worse today. @0000 #Houston #Harvey,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"INCREDIBLE: A time lapse video shows the flooding from Hurricane Harvey at an apartment complex in Houston, TX.",infrastructure_and_utility_damage,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"INCREDIBLE: A time lapse video shows the flooding from Hurricane Harvey at an apartment complex in Houston, TX.",infrastructure_and_utility_damage,TX,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Help teachers along the Texas Gulf Coast get the supplies they’ll need to rebuild damaged classrooms after #Harvey:,infrastructure_and_utility_damage,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
Volunteering at a church rescue in Houston. #DoSomething #BeTheDifference #HurricaneHarvey #HoustonStrong #HoustonFloods,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Hurricane Harvey Leaves Houston Under Water - 28 photos from the 4th-largest city in the US, hit hard by Harvey",infrastructure_and_utility_damage,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
"Hurricane Harvey Leaves Houston Under Water - 28 photos from the 4th-largest city in the US, hit hard by Harvey",infrastructure_and_utility_damage,US,Country,3,United States,39.7837304,-100.445882,Hurricane_harvey
Please join @0000000000 in supporting Hurricane Harvey relief efforts. #LoveTitos #USA #Harvey2017 @00000000,rescue_volunteering_or_donation_effort,USA,Country,3,United States,39.7837304,-100.445882,Hurricane_harvey
#NEW: @0000000 just announced a $20M donation to #Houston shelters. @000000 #Harvey,rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
‼️ URGENT ‼️ PORT ARTHUR AND BEAUMONT TEXAS #Harvey #Floods #SOS,requests_or_urgent_needs,TEXAS,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
"To help in Houston, 20% of all proceeds from our Labor Day promo will be donated to Hurricane Harvey relief efforts. #HopeForHouston",rescue_volunteering_or_donation_effort,Houston,City/town,3,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974,Hurricane_harvey
Texas campgrounds/RV parks with space for #Harvey evacuees. More at &,displaced_people_and_evacuations,Texas,State,3,"Texas, United States",31.2638905,-98.5456116,Hurricane_harvey
